,Date,Value,USD (PM)
755,10/6/18,6581.486667,1203.8
756,10/7/18,6573.62,1203.8
757,10/8/18,6618.5676920000005,1186.95
758,10/9/18,6621.7116670000005,1185.55
759,10/10/18,6626.85,1188.6
760,10/11/18,6248.635833,1205.55
761,10/12/18,6260.530833,1219.75
762,10/13/18,6247.0,1219.75
763,10/14/18,6299.3991670000005,1219.75
764,10/15/18,6452.571667,1229.95
765,10/16/18,6599.17,1230.7
766,10/17/18,6596.276154,1229.05
767,10/18/18,6568.040769,1223.0
768,10/19/18,6509.61,1227.85
769,10/20/18,6488.825833,1227.85
770,10/21/18,6531.601667,1227.85
771,10/22/18,6504.78,1222.3
772,10/23/18,6481.4259999999995,1235.95
773,10/24/18,6508.31,1230.55
774,10/25/18,6489.77,1230.8
775,10/26/18,6473.753333,1233.85
776,10/27/18,6465.9175,1233.85
777,10/28/18,6457.21,1233.85
778,10/29/18,6382.668333,1230.8
779,10/30/18,6309.452857,1225.4
780,10/31/18,6301.61,1214.95
781,11/1/18,6342.280833,1231.15
782,11/2/18,6387.674167,1232.1
783,11/3/18,6390.42,1232.1
784,11/4/18,6391.873333,1232.1
785,11/5/18,6436.965,1232.25
786,11/6/18,6437.76,1231.6
787,11/7/18,6538.79,1229.95
788,11/8/18,6486.251667,1224.15
789,11/9/18,6444.97,1211.4
790,11/10/18,6399.033332999999,1211.4
791,11/11/18,6378.268333,1211.4
792,11/12/18,6408.53,1205.55
793,11/13/18,6372.063333,1202.1
794,11/14/18,6176.155,1203.25
795,11/15/18,5756.77,1211.85
796,11/16/18,5596.1925,1222.4
797,11/17/18,5558.243332999999,1222.4
798,11/18/18,5572.44,1222.4
799,11/19/18,5303.9425,1221.6
800,11/20/18,4671.97,1223.0
801,11/21/18,4491.98,1226.1
802,11/22/18,4548.7975,1227.05
803,11/23/18,4309.3375,1223.65
804,11/24/18,4352.98,1223.65
805,11/25/18,3823.511667,1223.65
806,11/26/18,3920.5366670000003,1223.4
807,11/27/18,3793.35,1221.2
808,11/28/18,4103.453846,1213.25
809,11/29/18,4263.783332999999,1226.25
810,11/30/18,4278.77,1217.55
811,12/1/18,4116.7775,1217.55
812,12/2/18,4167.5466670000005,1217.55
813,12/3/18,4140.6,1230.3
814,12/4/18,3961.493333,1240.3
815,12/5/18,3858.3491670000003,1235.9
816,12/6/18,3744.98,1242.55
817,12/7/18,3405.643333,1243.3
818,12/8/18,3435.34,1243.3
819,12/9/18,3453.66,1243.3
820,12/10/18,3523.96,1245.35
821,12/11/18,3426.19,1245.3
822,12/12/18,3407.28,1245.75
823,12/13/18,3406.7625,1242.75
824,12/14/18,3278.3741670000004,1235.35
825,12/15/18,3242.42,1235.35
826,12/16/18,3271.238333,1235.35
827,12/17/18,3392.405,1241.65
828,12/18/18,3556.54,1246.3
829,12/19/18,3808.0425,1255.0
830,12/20/18,3982.850833,1259.75
831,12/21/18,4135.19,1258.15
832,12/22/18,3910.973333,1258.15
833,12/23/18,4027.478333,1258.15
834,12/24/18,3995.17,1263.075
835,12/25/18,3813.88,1263.075
836,12/26/18,3825.379167,1263.075
837,12/27/18,3848.21,1268.0
838,12/28/18,3743.905,1279.0
839,12/29/18,3912.285833,1279.0
840,12/30/18,3770.36,1279.0
841,12/31/18,3791.5458329999997,1280.95
842,1/1/19,3752.271667,1280.95
843,1/2/19,3855.88,1282.9
844,1/3/19,3865.7975,1290.45
845,1/4/19,3822.626667,1279.9
846,1/5/19,3856.62,1279.9
847,1/6/19,3920.4566670000004,1279.9
848,1/7/19,4036.093333,1292.2
849,1/8/19,4032.25,1286.45
850,1/9/19,4034.138333,1288.6
851,1/10/19,3812.5858329999996,1291.9
852,1/11/19,3646.25,1288.95
853,1/12/19,3646.345833,1288.95
854,1/13/19,3599.841667,1288.95
855,1/14/19,3531.96,1292.75
856,1/15/19,3656.785,1294.4
857,1/16/19,3621.270833,1292.3
858,1/17/19,3621.43,1290.7
859,1/18/19,3632.395,1284.2
860,1/19/19,3690.5233329999996,1284.2
861,1/20/19,3703.98,1284.2
862,1/21/19,3548.4275,1279.55
863,1/22/19,3540.02,1282.1
864,1/23/19,3587.35,1279.8
865,1/24/19,3566.4,1283.7
866,1/25/19,3586.25,1293.9
867,1/26/19,3577.79,1293.9
868,1/27/19,3576.3,1293.9
869,1/28/19,3554.5,1302.15
870,1/29/19,3448.58,1307.55
871,1/30/19,3421.6,1310.7
872,1/31/19,3470.0,1323.25
873,2/1/19,3444.81,1318.7
874,2/2/19,3475.33,1318.7
875,2/3/19,3506.22,1318.7
876,2/4/19,3456.02,1312.15
877,2/5/19,3452.35,1314.2
878,2/6/19,3467.34,1312.4
879,2/7/19,3405.7,1310.0
880,2/8/19,3394.76,1314.85
881,2/9/19,3661.08,1314.85
882,2/10/19,3664.38,1314.85
883,2/11/19,3686.29,1306.4
884,2/12/19,3629.47,1310.0
885,2/13/19,3632.42,1312.8
886,2/14/19,3614.5,1311.45
887,2/15/19,3600.31,1316.55
888,2/16/19,3608.2,1316.55
889,2/17/19,3619.55,1316.55
890,2/18/19,3670.74,1325.5
891,2/19/19,3910.8,1334.15
892,2/20/19,3926.53,1343.75
893,2/21/19,3987.18,1331.25
894,2/22/19,3944.88,1329.05
895,2/23/19,3983.48,1329.05
896,2/24/19,4139.6,1329.05
897,2/25/19,3766.89,1331.05
898,2/26/19,3848.33,1325.05
899,2/27/19,3831.45,1322.85
900,2/28/19,3833.23,1319.15
901,3/1/19,3850.08,1311.95
902,3/2/19,3834.62,1311.95
903,3/3/19,3831.44,1311.95
904,3/4/19,3814.58,1285.4
905,3/5/19,3730.98,1283.8
906,3/6/19,3872.25,1285.85
907,3/7/19,3876.85,1285.3
908,3/8/19,3886.82,1296.75
909,3/9/19,3875.96,1296.75
910,3/10/19,3950.56,1296.75
911,3/11/19,3928.17,1292.75
912,3/12/19,3881.09,1297.05
913,3/13/19,3892.51,1306.95
914,3/14/19,3877.77,1295.55
915,3/15/19,3885.21,1303.5
916,3/16/19,3936.5,1303.5
917,3/17/19,4015.95,1303.5
918,3/18/19,3994.92,1305.6
919,3/19/19,3998.77,1307.7
920,3/20/19,4029.11,1303.7
921,3/21/19,4056.4,1309.6
922,3/22/19,3992.34,1311.3
923,3/23/19,3999.06,1311.3
924,3/24/19,4011.92,1311.3
925,3/25/19,3994.11,1319.55
926,3/26/19,3935.89,1316.3
927,3/27/19,3947.74,1309.7
928,3/28/19,4048.51,1295.15
929,3/29/19,4037.37,1295.4
930,3/30/19,4115.55,1295.4
931,3/31/19,4114.44,1295.4
932,4/1/19,4114.16,1293.5
933,4/2/19,4152.53,1290.3
934,4/3/19,4882.88,1290.45
935,4/4/19,4959.81,1283.15
936,4/5/19,4911.24,1288.45
937,4/6/19,5028.77,1288.45
938,4/7/19,5053.52,1288.45
939,4/8/19,5189.39,1300.0
940,4/9/19,5268.71,1303.0
941,4/10/19,5175.81,1305.45
942,4/11/19,5310.18,1298.8
943,4/12/19,5035.02,1294.3
944,4/13/19,5072.85,1294.3
945,4/14/19,5064.62,1294.3
946,4/15/19,5152.51,1285.65
947,4/16/19,5036.18,1276.35
948,4/17/19,5196.65,1275.85
949,4/18/19,5220.37,1275.7
950,4/19/19,5276.31,1275.7
951,4/20/19,5277.04,1275.7
952,4/21/19,5309.28,1275.7
953,4/22/19,5281.83,1275.7
954,4/23/19,5377.19,1269.5
955,4/24/19,5518.16,1271.65
956,4/25/19,5434.19,1280.8
957,4/26/19,5195.61,1284.2
958,4/27/19,5292.83,1284.2
959,4/28/19,5280.19,1284.2
960,4/29/19,5301.29,1279.5
961,4/30/19,5260.65,1282.3
962,5/1/19,5269.79,1283.8
963,5/2/19,5326.67,1270.95
964,5/3/19,5390.16,1278.55
965,5/4/19,5657.14,1278.55
966,5/5/19,5771.08,1278.55
967,5/6/19,5717.66,1278.55
968,5/7/19,5684.47,1281.2
969,5/8/19,5755.72,1285.2
970,5/9/19,5936.72,1286.1
971,5/10/19,6146.91,1287.1
972,5/11/19,6348.02,1287.1
973,5/12/19,7248.31,1287.1
974,5/13/19,6978.63,1295.6
975,5/14/19,7823.11,1298.4
976,5/15/19,7992.69,1299.1
977,5/16/19,8206.9,1291.7
978,5/17/19,7885.96,1280.8
979,5/18/19,7362.22,1280.8
980,5/19/19,7265.05,1280.8
981,5/20/19,8193.7,1276.85
982,5/21/19,8007.03,1271.15
983,5/22/19,7952.5,1273.8
984,5/23/19,7625.93,1283.65
985,5/24/19,7880.29,1282.5
986,5/25/19,8003.26,1282.5
987,5/26/19,8071.45,1282.5
988,5/27/19,8744.42,1282.5
989,5/28/19,8770.06,1278.3
990,5/29/19,8719.88,1281.65
991,5/30/19,8662.98,1280.95
992,5/31/19,8272.46,1295.55
993,6/1/19,8553.81,1295.55
994,6/2/19,8554.8,1295.55
995,6/3/19,8739.03,1317.1
996,6/4/19,8134.92,1324.25
997,6/5/19,7675.8,1335.05
998,6/6/19,7786.04,1335.5
999,6/7/19,7803.23,1340.65
1000,6/8/19,7998.29,1340.65
1001,6/9/19,7931.34,1340.65
1002,6/10/19,7640.61,1328.6
1003,6/11/19,8020.38,1324.3
1004,6/12/19,7917.58,1332.35
1005,6/13/19,8173.06,1335.9
1006,6/14/19,8237.88,1351.25
1007,6/15/19,8693.6,1351.25
1008,6/16/19,8859.47,1351.25
1009,6/17/19,8978.99,1341.3
1010,6/18/19,9327.48,1341.35
1011,6/19/19,9076.18,1344.05
1012,6/20/19,9281.7,1379.5
1013,6/21/19,9531.35,1397.15
1014,6/22/19,10209.38,1397.15
1015,6/23/19,10668.63,1397.15
1016,6/24/19,10814.48,1405.7
1017,6/25/19,11017.5,1431.4
1018,6/26/19,11766.4,1403.95
1019,6/27/19,12932.55,1402.5
1020,6/28/19,11132.85,1409.0
1021,6/29/19,12374.35,1409.0
1022,6/30/19,11890.38,1409.0
1023,7/1/19,10737.73,1390.1
1024,7/2/19,10578.72,1391.05
1025,7/3/19,10805.4,1413.5
1026,7/4/19,11984.76,1414.9
1027,7/5/19,11160.49,1388.65
1028,7/6/19,10955.16,1388.65
1029,7/7/19,11232.04,1388.65
1030,7/8/19,11477.01,1400.1
1031,7/9/19,12313.08,1391.55
1032,7/10/19,12586.78,1408.3
1033,7/11/19,12099.9,1413.75
1034,7/12/19,11352.87,1407.6
1035,7/13/19,11803.97,1407.6
1036,7/14/19,11389.1,1407.6
1037,7/15/19,10186.96,1412.4
1038,7/16/19,10873.5,1409.85
1039,7/17/19,9397.72,1410.35
1040,7/18/19,9674.28,1417.45
1041,7/19/19,10638.56,1439.7
1042,7/20/19,10535.75,1439.7
1043,7/21/19,10764.9,1439.7
1044,7/22/19,10587.41,1427.75
1045,7/23/19,10323.62,1425.55
1046,7/24/19,9844.3,1426.95
1047,7/25/19,9772.17,1416.1
1048,7/26/19,9875.17,1420.4
1049,7/27/19,9848.65,1420.4
1050,7/28/19,9473.99,1420.4
1051,7/29/19,9530.0,1419.05
1052,7/30/19,9501.33,1425.9
1053,7/31/19,9589.13,1427.55
1054,8/1/19,10084.7,1406.8
1055,8/2/19,10407.17,1441.75
1056,8/3/19,10529.55,1441.75
1057,8/4/19,10814.57,1441.75
1058,8/5/19,10980.23,1465.25
1059,8/6/19,11787.99,1465.25
1060,8/7/19,11465.67,1506.05
1061,8/8/19,11960.82,1495.75
1062,8/9/19,11996.41,1497.7
1063,8/10/19,11856.64,1497.7
1064,8/11/19,11282.22,1497.7
1065,8/12/19,11566.84,1504.7
1066,8/13/19,11386.26,1498.4
1067,8/14/19,10858.12,1513.25
1068,8/15/19,10016.96,1515.65
1069,8/16/19,10302.17,1515.25
1070,8/17/19,10359.44,1515.25
1071,8/18/19,10214.52,1515.25
1072,8/19/19,10317.6,1496.6
1073,8/20/19,10917.26,1504.55
1074,8/21/19,10760.56,1503.25
1075,8/22/19,10129.4,1502.05
1076,8/23/19,10111.98,1503.8
1077,8/24/19,10405.81,1503.8
1078,8/25/19,10143.8,1503.8
1079,8/26/19,10135.06,1503.8
1080,8/27/19,10360.28,1532.95
1081,8/28/19,10171.95,1537.15
1082,8/29/19,9717.82,1540.2
1083,8/30/19,9484.55,1528.4
1084,8/31/19,9577.99,1528.4
1085,9/1/19,9600.9,1528.4
1086,9/2/19,9769.79,1525.95
1087,9/3/19,10386.64,1537.85
1088,9/4/19,10621.29,1546.1
1089,9/5/19,10584.16,1529.1
1090,9/6/19,10577.8,1523.7
1091,9/7/19,10317.47,1523.7
1092,9/8/19,10487.21,1523.7
1093,9/9/19,10406.31,1509.2
1094,9/10/19,10313.66,1498.25
1095,9/11/19,10101.03,1490.65
1096,9/12/19,10159.32,1515.2
1097,9/13/19,10420.16,1503.1
1098,9/14/19,10363.9,1503.1
1099,9/15/19,10361.33,1503.1
1100,9/16/19,10310.43,1497.2
1101,9/17/19,10265.63,1502.1
1102,9/18/19,10190.36,1503.5
1103,9/19/19,10157.59,1500.7
1104,9/20/19,10275.88,1501.9
1105,9/21/19,10173.11,1501.9
1106,9/22/19,9979.49,1501.9
1107,9/23/19,10033.05,1522.1
1108,9/24/19,9683.38,1520.65
1109,9/25/19,8553.61,1528.75
1110,9/26/19,8432.23,1506.4
1111,9/27/19,8055.64,1489.9
1112,9/28/19,8193.9,1489.9
1113,9/29/19,8225.0,1489.9
1114,9/30/19,8056.74,1485.3
1115,10/1/19,8307.74,1473.45
1116,10/2/19,8322.92,1492.6
1117,10/3/19,8382.03,1517.1
1118,10/4/19,8236.17,1499.15
1119,10/5/19,8155.48,1499.15
1120,10/6/19,8147.69,1499.15
1121,10/7/19,7869.74,1501.25
1122,10/8/19,8212.02,1505.85
1123,10/9/19,8190.0,1507.25
1124,10/10/19,8587.92,1494.8
1125,10/11/19,8586.9,1479.15
1126,10/12/19,8269.73,1479.15
1127,10/13/19,8308.01,1479.15
1128,10/14/19,8283.76,1490.6
1129,10/15/19,8353.54,1487.8
1130,10/16/19,8162.16,1485.1
1131,10/17/19,8002.51,1492.65
1132,10/18/19,8076.78,1490.0
1133,10/19/19,7954.15,1490.0
1134,10/20/19,7960.04,1490.0
1135,10/21/19,8231.06,1491.65
1136,10/22/19,8222.52,1485.35
1137,10/23/19,8026.76,1494.45
1138,10/24/19,7469.56,1496.55
1139,10/25/19,7431.88,1513.45
1140,10/26/19,8666.79,1513.45
1141,10/27/19,9259.8,1513.45
1142,10/28/19,9551.54,1492.4
1143,10/29/19,9218.76,1486.75
1144,10/30/19,9433.35,1492.1
1145,10/31/19,9164.62,1510.95
1146,11/1/19,9147.98,1508.8
1147,11/2/19,9252.99,1508.8
1148,11/3/19,9301.18,1508.8
1149,11/4/19,9206.16,1509.45
1150,11/5/19,9418.05,1488.95
1151,11/6/19,9310.19,1486.05
1152,11/7/19,9343.34,1484.25
1153,11/8/19,9204.24,1464.15
1154,11/9/19,8766.04,1464.15
1155,11/10/19,8809.41,1464.15
1156,11/11/19,9037.12,1458.7
1157,11/12/19,8717.81,1452.05
1158,11/13/19,8801.52,1462.9
1159,11/14/19,8762.42,1466.65
1160,11/15/19,8632.32,1466.9
1161,11/16/19,8457.69,1466.9
1162,11/17/19,8482.7,1466.9
1163,11/18/19,8503.93,1467.65
1164,11/19/19,8175.99,1468.45
1165,11/20/19,8120.8,1471.7
1166,11/21/19,8081.81,1467.05
1167,11/22/19,7617.07,1464.45
1168,11/23/19,7286.35,1464.45
1169,11/24/19,7324.03,1464.45
1170,11/25/19,6907.4,1458.4
1171,11/26/19,7130.25,1454.65
1172,11/27/19,7163.63,1454.35
1173,11/28/19,7523.83,1454.65
1174,11/29/19,7431.0,1460.15
1175,11/30/19,7757.47,1460.15
1176,12/1/19,7557.72,1460.15
1177,12/2/19,7402.69,1461.15
1178,12/3/19,7309.59,1477.3
1179,12/4/19,7296.77,1475.1
1180,12/5/19,7192.85,1475.95
1181,12/6/19,7395.97,1459.65
1182,12/7/19,7547.19,1459.65
1183,12/8/19,7504.83,1459.65
1184,12/9/19,7522.39,1461.7
1185,12/10/19,7337.42,1464.95
1186,12/11/19,7220.76,1466.8
1187,12/12/19,7202.31,1467.8
1188,12/13/19,7189.16,1466.6
1189,12/14/19,7251.87,1466.6
1190,12/15/19,7067.74,1466.6
1191,12/16/19,7111.14,1477.9
1192,12/17/19,6879.54,1475.8
1193,12/18/19,6612.12,1474.05
1194,12/19/19,7284.29,1476.7
1195,12/20/19,7150.86,1479.0
1196,12/21/19,7190.17,1479.0
1197,12/22/19,7143.2,1479.0
1198,12/23/19,7514.41,1482.1
1199,12/24/19,7322.08,1496.8
1200,12/25/19,7250.69,1496.8
1201,12/26/19,7192.72,1496.8
1202,12/27/19,7194.4,1511.5
1203,12/28/19,7243.93,1511.5
1204,12/29/19,7301.07,1511.5
1205,12/30/19,7385.36,1514.75
1206,12/31/19,7219.6,1520.925
1207,1/1/20,7168.31,1520.925
1208,1/2/20,7175.68,1527.1
1209,1/3/20,6944.33,1548.75
1210,1/4/20,7326.35,1548.75
1211,1/5/20,7347.89,1548.75
1212,1/6/20,7351.57,1573.1
1213,1/7/20,7759.24,1567.85
1214,1/8/20,8165.47,1571.95
1215,1/9/20,8042.65,1550.75
1216,1/10/20,7817.92,1553.6
1217,1/11/20,8184.66,1553.6
1218,1/12/20,8021.49,1553.6
1219,1/13/20,8173.97,1549.9
1220,1/14/20,8105.24,1545.1
1221,1/15/20,8842.42,1549.0
1222,1/16/20,8813.89,1554.55
1223,1/17/20,8722.03,1557.6
1224,1/18/20,8900.34,1557.6
1225,1/19/20,8910.85,1557.6
1226,1/20/20,8703.36,1560.15
1227,1/21/20,8626.47,1551.3
1228,1/22/20,8722.26,1556.9
1229,1/23/20,8658.94,1562.9
1230,1/24/20,8388.11,1564.3
1231,1/25/20,8428.17,1564.3
1232,1/26/20,8327.36,1564.3
1233,1/27/20,8588.42,1580.1
1234,1/28/20,8895.78,1574.0
1235,1/29/20,9385.69,1573.45
1236,1/30/20,9279.81,1578.25
1237,1/31/20,9502.37,1584.2
1238,2/1/20,9333.77,1584.2
1239,2/2/20,9378.09,1584.2
1240,2/3/20,9314.56,1574.75
1241,2/4/20,9162.14,1558.35
1242,2/5/20,9162.14,1553.3
1243,2/6/20,9614.9,1563.3
1244,2/7/20,9755.66,1572.65
1245,2/8/20,9807.54,1572.65
1246,2/9/20,9907.12,1572.65
1247,2/10/20,10162.41,1573.2
1248,2/11/20,9854.79,1570.5
1249,2/12/20,10275.38,1563.7
1250,2/13/20,10354.3,1575.05
1251,2/14/20,10242.43,1581.4
1252,2/15/20,10368.53,1581.4
1253,2/16/20,9904.17,1581.4
1254,2/17/20,9937.67,1580.8
1255,2/18/20,9703.93,1589.85
1256,2/19/20,10180.65,1604.2
1257,2/20/20,9604.72,1619.0
1258,2/21/20,9606.86,1643.3
1259,2/22/20,9696.58,1643.3
1260,2/23/20,9669.63,1643.3
1261,2/24/20,9989.39,1671.65
1262,2/25/20,9663.75,1650.3
1263,2/26/20,9309.15,1634.9
1264,2/27/20,8785.52,1652.0
1265,2/28/20,8804.72,1609.85
1266,2/29/20,8712.35,1609.85
1267,3/1/20,8534.17,1609.85
1268,3/2/20,8912.82,1599.65
1269,3/3/20,8912.82,1615.5
1270,3/4/20,8754.34,1641.85
1271,3/5/20,8758.9,1659.6
1272,3/6/20,9067.39,1683.65
1273,3/7/20,9155.89,1683.65
1274,3/8/20,8898.63,1683.65
1275,3/9/20,8039.38,1672.5
1276,3/10/20,7931.94,1655.7
1277,3/11/20,7885.46,1653.75
1278,3/12/20,7936.65,1570.7
1279,3/13/20,4830.21,1562.8
1280,3/14/20,5609.03,1562.8
1281,3/15/20,5166.26,1562.8
1282,3/16/20,5348.44,1487.7
1283,3/17/20,5026.35,1536.2
1284,3/18/20,5357.61,1498.2
1285,3/19/20,5410.23,1474.25
1286,3/20/20,6195.2,1494.4
1287,3/21/20,6226.44,1494.4
1288,3/22/20,6189.85,1494.4
1289,3/23/20,5822.62,1525.4
1290,3/24/20,6502.16,1605.75
1291,3/25/20,6768.49,1605.45
1292,3/26/20,6698.46,1634.8
1293,3/27/20,6763.75,1617.3
1294,3/28/20,6369.09,1617.3
1295,3/29/20,6260.95,1617.3
1296,3/30/20,5885.41,1618.3
1297,3/31/20,6405.29,1608.95
1298,4/1/20,6428.28,1576.55
1299,4/2/20,6652.87,1616.8
1300,4/3/20,6809.11,1613.1
1301,4/4/20,6741.67,1613.1
1302,4/5/20,6871.69,1613.1
1303,4/6/20,6777.44,1648.3
1304,4/7/20,7343.2,1649.25
1305,4/8/20,7205.55,1647.8
1306,4/9/20,7365.03,1680.65
1307,4/10/20,7293.69,1680.65
1308,4/11/20,6873.24,1680.65
1309,4/12/20,6891.6,1680.65
1310,4/13/20,6915.37,1680.65
1311,4/14/20,6857.66,1741.9
1312,4/15/20,6871.95,1718.65
1313,4/16/20,6623.8,1729.5
1314,4/17/20,7112.27,1692.55
1315,4/18/20,7034.89,1692.55
1316,4/19/20,7259.36,1692.55
1317,4/20/20,7130.04,1686.2
1318,4/21/20,6840.24,1682.05
1319,4/22/20,6852.52,1710.55
1320,4/23/20,7130.99,1736.25
1321,4/24/20,7477.6,1715.9
1322,4/25/20,7507.08,1715.9
1323,4/26/20,7549.52,1715.9
1324,4/27/20,7699.27,1714.95
1325,4/28/20,7790.66,1691.55
1326,4/29/20,7765.33,1703.35
1327,4/30/20,8777.63,1702.75
1328,5/1/20,8628.77,1686.25
1329,5/2/20,8824.66,1686.25
1330,5/3/20,8973.82,1686.25
1331,5/4/20,8903.95,1709.1
1332,5/5/20,8885.93,1699.55
1333,5/6/20,9030.96,1691.5
1334,5/7/20,9170.79,1704.05
1335,5/8/20,10002.48,1704.05
1336,5/9/20,9821.8,1704.05
1337,5/10/20,9527.39,1704.05
1338,5/11/20,8754.46,1702.75
1339,5/12/20,8617.25,1702.4
1340,5/13/20,8814.53,1708.4
1341,5/14/20,9305.93,1731.6
1342,5/15/20,9790.31,1735.35
1343,5/16/20,9303.59,1735.35
1344,5/17/20,9385.7,1735.35
1345,5/18/20,9669.4,1734.7
1346,5/19/20,9719.37,1737.95
1347,5/20/20,9785.74,1748.3
1348,5/21/20,9510.67,1724.9
1349,5/22/20,9057.57,1733.55
1350,5/23/20,9167.26,1733.55
1351,5/24/20,9178.32,1733.55
1352,5/25/20,8730.73,1733.55
1353,5/26/20,8899.66,1720.25
1354,5/27/20,8842.85,1694.6
1355,5/28/20,9197.54,1717.35
1356,5/29/20,9569.21,1728.7
1357,5/30/20,9425.98,1728.7
1358,5/31/20,9698.1,1728.7
1359,6/1/20,9450.84,1730.6
1360,6/2/20,10204.23,1742.15
1361,6/3/20,9525.57,1705.35
1362,6/4/20,9658.04,1700.05
1363,6/5/20,9794.56,1683.45
1364,6/6/20,9623.75,1683.45
1365,6/7/20,9670.43,1683.45
1366,6/8/20,9753.85,1690.35
1367,6/9/20,9782.59,1713.5
1368,6/10/20,9775.15,1722.05
1369,6/11/20,9892.13,1738.25
1370,6/12/20,9286.42,1733.5
1371,6/13/20,9459.97,1733.5
1372,6/14/20,9473.5,1733.5
1373,6/15/20,9330.07,1710.45
1374,6/16/20,9426.7,1719.85
1375,6/17/20,9526.0,1724.35
1376,6/18/20,9454.81,1719.5
1377,6/19/20,9380.03,1734.75
1378,6/20/20,9300.15,1734.75
1379,6/21/20,9357.43,1734.75
1380,6/22/20,9284.78,1761.85
1381,6/23/20,9691.9,1768.9
1382,6/24/20,9621.49,1766.05
1383,6/25/20,9276.58,1756.55
1384,6/26/20,9240.85,1747.6
1385,6/27/20,9154.45,1747.6
1386,6/28/20,9004.23,1747.6
1387,6/29/20,9127.47,1771.6
1388,6/30/20,9185.35,1768.1
1389,7/1/20,9133.97,1771.05
1390,7/2/20,9236.38,1777.45
1391,7/3/20,9087.98,1772.9
1392,7/4/20,9072.42,1772.9
1393,7/5/20,9131.31,1772.9
1394,7/6/20,9089.09,1787.9
1395,7/7/20,9348.91,1789.55
1396,7/8/20,9256.23,1811.1
1397,7/9/20,9440.07,1812.1
1398,7/10/20,9238.04,1803.1
1399,7/11/20,9287.4,1803.1
1400,7/12/20,9235.96,1803.1
1401,7/13/20,9295.9,1807.5
1402,7/14/20,9238.13,1801.9
1403,7/15/20,9254.52,1804.6
1404,7/16/20,9193.51,1807.7
1405,7/17/20,9131.0,1807.35
1406,7/18/20,9154.19,1807.35
1407,7/19/20,9174.71,1807.35
1408,7/20/20,9214.66,1815.65
1409,7/21/20,9163.87,1842.55
1410,7/22/20,9392.66,1852.4
1411,7/23/20,9537.4,1878.3
1412,7/24/20,9613.11,1902.1
1413,7/25/20,9551.28,1902.1
1414,7/26/20,9707.5,1902.1
1415,7/27/20,9938.83,1936.65
1416,7/28/20,11042.4,1940.9
1417,7/29/20,10934.94,1950.9
1418,7/30/20,11102.67,1957.65
1419,7/31/20,11114.93,1964.9
1420,8/1/20,11343.88,1964.9
1421,8/2/20,11823.69,1964.9
1422,8/3/20,11077.77,1958.55
1423,8/4/20,11242.57,1977.9
1424,8/5/20,11194.25,2048.15
1425,8/6/20,11750.28,2067.15
1426,8/7/20,11772.94,2031.15
1427,8/8/20,11605.6,2031.15
1428,8/9/20,11767.6,2031.15
1429,8/10/20,11684.06,2044.5
1430,8/11/20,11893.03,1939.65
1431,8/12/20,11392.43,1931.9
1432,8/13/20,11573.11,1944.25
1433,8/14/20,11777.43,1944.75
1434,8/15/20,11774.38,1944.75
1435,8/16/20,11873.98,1944.75
1436,8/17/20,11914.01,1972.85
1437,8/18/20,12293.72,2008.75
1438,8/19/20,11969.53,1981.0
1439,8/20/20,11734.0,1927.15
1440,8/21/20,11865.82,1924.35
1441,8/22/20,11522.8,1924.35
1442,8/23/20,11683.44,1924.35
1443,8/24/20,11653.02,1943.95
1444,8/25/20,11763.93,1911.15
1445,8/26/20,11337.4,1932.95
1446,8/27/20,11467.37,1923.85
1447,8/28/20,11302.01,1957.35
1448,8/29/20,11534.75,1957.35
1449,8/30/20,11481.64,1957.35
1450,8/31/20,11707.78,1957.35
1451,9/1/20,11659.57,1972.35
1452,9/2/20,11923.25,1947.05
1453,9/3/20,11397.44,1940.45
1454,9/4/20,10187.51,1926.3
1455,9/5/20,10467.89,1926.3
1456,9/6/20,10159.62,1926.3
1457,9/7/20,10254.93,1928.45
1458,9/8/20,10367.74,1910.95
1459,9/9/20,10121.52,1947.2
1460,9/10/20,10227.83,1966.25
1461,9/11/20,10352.66,1947.4
1462,9/12/20,10395.44,1947.4
1463,9/13/20,10446.44,1947.4
1464,9/14/20,10330.77,1958.7
1465,9/15/20,10674.64,1949.35
1466,9/16/20,10785.62,1961.8
1467,9/17/20,10948.43,1936.25
1468,9/18/20,10943.89,1950.85
1469,9/19/20,10931.79,1950.85
1470,9/20/20,11081.43,1950.85
1471,9/21/20,10919.65,1909.35
1472,9/22/20,10430.46,1906.0
1473,9/23/20,10532.22,1873.4
1474,9/24/20,10234.48,1861.75
1475,9/25/20,10732.43,1859.7
1476,9/26/20,10692.84,1859.7
1477,9/27/20,10732.4,1859.7
1478,9/28/20,10774.24,1864.3
1479,9/29/20,10692.33,1883.95
1480,9/30/20,10840.8,1886.9
1481,10/1/20,10777.92,1902.0
1482,10/2/20,10619.24,1903.05
1483,10/3/20,10575.06,1903.05
1484,10/4/20,10551.77,1903.05
1485,10/5/20,10673.46,1909.6
1486,10/6/20,10788.56,1913.4
1487,10/7/20,10603.74,1884.5
1488,10/8/20,10670.8,1887.45
1489,10/9/20,10923.3,1923.25
1490,10/10/20,11063.19,1923.25
1491,10/11/20,11302.67,1923.25
1492,10/12/20,11376.61,1925.5
1493,10/13/20,11540.04,1891.3
1494,10/14/20,11428.24,1910.05
1495,10/15/20,11431.32,1891.9
1496,10/16/20,11503.73,1905.05
1497,10/17/20,11327.57,1905.05
